Hostname;VRF_Name;Route-Distinguisher;;;
ROA1.SLO1;VRF-NAVEGACION-IRONPORT-TECO;7303:134;;;
ROA1.SLO1;VRF-NUEVOBANCO-ERIOS-TECO;7303:1109;;;
ROA1.SLO1;VRF-SEPSA5-INTERIOR-TECO;7303:0256;;;
ROA1.SLO1;VRF-VIDEO-FLOW-GESTION-TECO;10481:90134;;;
ROA1.SLO1;VRF-VIDEO-FLOW-PRO-DATAPOWER;10481:40022;;;
ROA1.SLO1;VRF-VIDEO-FLOW-STG-DATAPOWER;10481:40021;;;
ROA1.SLO1;VRF-VIDEO-GEST-CANALES_LOCALES-TECO;10481:90143;;;
ROA1.SLO1;VRF-VIDEO-GESTION-BOSQUE-ALEGRE;10481:40013;;;
ROA1.SLO1;VRF-VIDEO-GESTION-ENCODERS-PARAGUAY;10481:40014;;;
ROA1.SLO1;VRF-VIDEO-IRDETO-KMS;10481:40010;;;
ROA1.SLO1;VRF-VIDEO-IRDETO-SMS;10481:40011;;;
ROA1.CON1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.CON1;VRF-CABLE-CMTS-CON1;10481:10002;;;
ROA1.CON1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.CON1;VRF-CABLE-LAB-L2-VPN-CMS;10481:11046;;;
ROA1.CON1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.CON1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24002;;;
ROA1.CON1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26002;;;
ROA1.CON1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28002;;;
ROA1.CON1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27002;;;
ROA1.CON1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25002;;;
ROA1.CON1;VRF-CABLE-PROCERA-BACKEND;10481:90125;;;
ROA1.CON1;VRF-CABLE-PROCERA-GESTION;10481:90124;;;
ROA1.CON1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.CON1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.CON1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.CON1;VRF-FCORP-CITYTECH-TECO;7303:2932;;;
ROA1.CON1;VRF-FCORP-CITYTECH-TECO-NUEVO;7303:200167;;;
ROA1.CON1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.CON1;VRF-FCORP-CPS-COMUNICACIONES-SA-4;10481:11151;;;
ROA1.CON1;VRF-FCORP-EDENOR-SISTEMAS;7303:200073;;;
ROA1.CON1;VRF-FCORP-FARMACITY-SA-2;10481:11072;;;
ROA1.CON1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.CON1;VRF-FCORP-GCBA-ESCUELAS;10481:11125;;;
ROA1.CON1;VRF-FCORP-GRUPO-CLARIN-SA;10481:11040;;;
ROA1.CON1;VRF-FCORP-MACO-TRANSPORTADORA-DE-CAUDALES-SA;10481:11149;;;
ROA1.CON1;VRF-FCORP-MEDIFARM-SA;10481:11219;;;
ROA1.CON1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.CON1;VRF-FCORP-PROYECCIONES-DIGITALES;10481:11383;;;
ROA1.CON1;VRF-FCORP-PROYECTO-COMISARIAS-MINISTERIO-DE-DEFENSA-Y-JUSTICIA;10481:11325;;;
ROA1.CON1;VRF-FCORP-SEPSA5-INTERIOR;10481:11405;;;
ROA1.CON1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA-2;10481:11223;;;
ROA1.CON1;VRF-FCORP-STANDARD-BANK;10481:11063;;;
ROA1.CON1;VRF-FCORP-SUBTE_BSAS;10481:11365;;;
ROA1.CON1;VRF-FCORP-TARABORELLI-SA;10481:11407;;;
ROA1.CON1;VRF-FCORP-TREPAR;10481:11444;;;
ROA1.CON1;VRF-FCORP-YPF-SA;10481:11002;;;
ROA1.CON1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.CON1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.CON1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.CAM1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.CAM1;INTER-AS-CLARO-15010;10481:15010;;;
ROA1.CAM1;VRF-CABLE-CMTS-CAM1;10481:10033;;;
ROA1.CAM1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.CAM1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24033;;;
ROA1.CAM1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26033;;;
ROA1.CAM1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28033;;;
ROA1.CAM1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27033;;;
ROA1.CAM1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25033;;;
ROA1.CAM1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.CAM1;VRF-FCORP-ADMINISTRACION_DE_JUSTICIA;7303:60;;;
ROA1.CAM1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.CAM1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
ROA1.CAM1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412;;;
ROA1.CAM1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.CAM1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.CAM1;VRF-FCORP-CIA-FINANCIERA-ARGENTINA-SA;10481:11008;;;
ROA1.CAM1;VRF-FCORP-CONS-MAGISTRATURA;10481:11044;;;
ROA1.CAM1;VRF-FCORP-COTO;10481:11069;;;
ROA1.CAM1;VRF-FCORP-COTO_DOMOS;10481:11415;;;
ROA1.CAM1;VRF-FCORP-EDENSA-TECO;7303:1051;;;
ROA1.CAM1;VRF-FCORP-FARMACITY-SA-2;10481:11072;;;
ROA1.CAM1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.CAM1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.CAM1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.CAM1;VRF-FCORP-MAXICONSUMO-SA;10481:11281;;;
ROA1.CAM1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.CAM1;VRF-FCORP-ORGANIZACION-DE-SERVICIOS-DIRECTOS-EMPRESARIOS-OSDE;10481:11133;;;
ROA1.CAM1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.CAM1;VRF-FCORP-PODER-JUDICIAL-ADMINISTRACION-JUSTICIA;10481:11142;;;
ROA1.CAM1;VRF-FCORP-POLIMEX-ARGENTINA-SA;10481:11393;;;
ROA1.CAM1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.CAM1;VRF-FCORP-UTN;10481:11009;;;
ROA1.CAM1;VRF-FCORP-YPF-SA;10481:11002;;;
ROA1.CAM1;VRF-MHUB-DCN-MONITOREO-ENERGIA;10481:90107;;;
ROA1.CAM1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.MPM1;VRF-CABLE-CMTS-MPM1;10481:10197;;;
ROA1.MPM1;VRF-CABLE-CYCLADES-MGMT;10481:90104;;;
ROA1.MPM1;VRF-CABLE-DCN-BBI-ANILLO-BA-METRO;10481:90115;;;
ROA1.MPM1;VRF-CABLE-GESTION-SDH-HUAWEI-ACCESO;10481:29088;;;
ROA1.MPM1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.MPM1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.MPM1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24197;;;
ROA1.MPM1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26197;;;
ROA1.MPM1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28197;;;
ROA1.MPM1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27197;;;
ROA1.MPM1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25197;;;
ROA1.MPM1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.MPM1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.MPM1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.MPM1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.ITU1;INTER-AS-CLARO-15003;10481:15003;;;
ROA1.ITU1;INTER-AS-CLARO-15006;10481:15006;;;
ROA1.ITU1;VRF-CABLE-CMTS-ITU1;10481:10155;;;
ROA1.ITU1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.ITU1;VRF-CABLE-DCN;10481:90107;;;
ROA1.ITU1;VRF-CABLE-MONITOREO-ENERGIA;10481:90117;;;
ROA1.ITU1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24155;;;
ROA1.ITU1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26155;;;
ROA1.ITU1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28155;;;
ROA1.ITU1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27155;;;
ROA1.ITU1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25155;;;
ROA1.ITU1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.ITU1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.ITU1;VRF-FCORP-ASOCIACION-ARGENTINA-DE-GOLF;10481:11198;;;
ROA1.ITU1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
ROA1.ITU1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412;;;
ROA1.ITU1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.ITU1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.ITU1;VRF-FCORP-BAN_GAS_NATURAL;10481:11301;;;
ROA1.ITU1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093;;;
ROA1.ITU1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-CAMARAS;10481:11157;;;
ROA1.ITU1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-CONTADORES;10481:11156;;;
ROA1.ITU1;VRF-FCORP-CENCOSUD-SA;10481:11050;;;
ROA1.ITU1;VRF-FCORP-COLVEN-TECO;7303:511;;;
ROA1.ITU1;VRF-FCORP-CONCESIONARIO-DE-GRUPO-OESTE;10481:11364;;;
ROA1.ITU1;VRF-FCORP-COTO-CENTRO-INTEGRAL-DE-COMERCIALIZACION-SA;10481:11069;;;
ROA1.ITU1;VRF-FCORP-COTO_DOMOS;10481:11415;;;
ROA1.ITU1;VRF-FCORP-DEHEZA;10481:11425;;;
ROA1.ITU1;VRF-FCORP-DIA-ARGENTINA-SA;10481:11097;;;
ROA1.ITU1;VRF-FCORP-DIA-ARGENTINA-SA-TIENDAS;10481:11084;;;
ROA1.ITU1;VRF-FCORP-ERTACH-SA;10481:11259;;;
ROA1.ITU1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.ITU1;VRF-FCORP-FUND-IBEROAME-DE-ESTUDIOS-SUPERIORES;10481:11023;;;
ROA1.ITU1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.ITU1;VRF-FCORP-HOYTS-GENERAL-CINEMA-DE-ARGEN;10481:11001;;;
ROA1.ITU1;VRF-FCORP-INST-BIO-CONTEMPORANEO;7303:200128;;;
ROA1.ITU1;VRF-FCORP-JARDIN-DEL-PILAR-SA;10481:11211;;;
ROA1.ITU1;VRF-FCORP-JEFATURA-DE-GAB-SALUD;10481:11389;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-ADMIN-TECO;7303:2905;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-CAMARAS-TECO;7303:2907;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-GAMES-TECO;7303:2906;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-INTERNET-TECO;7303:2904;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-MEDIA-TECO;7303:2909;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-MGMT-TECO;7303:2724;;;
ROA1.ITU1;VRF-FCORP-JJOO2018-PHONE-TECO;7303:2908;;;
ROA1.ITU1;VRF-FCORP-JULERIAQUE-SA;10481:11404;;;
ROA1.ITU1;VRF-FCORP-LUXCAR_SA;10481:11339;;;
ROA1.ITU1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.ITU1;VRF-FCORP-RADIO-MITRE;10481:11413;;;
ROA1.ITU1;VRF-FCORP-RENAULT;10481:11015;;;
ROA1.ITU1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA;10481:11057;;;
ROA1.ITU1;VRF-FCORP-STANDARD-BANK;10481:11063;;;
ROA1.ITU1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.ITU1;VRF-FCORP-SUPERMERCADOS-MAYORISTAS-MAKRO;10481:11101;;;
ROA1.ITU1;VRF-FCORP-UTE-SCJ;10481:11379;;;
ROA1.ITU1;VRF-FCORP-YPF-SA;10481:11002;;;
ROA1.ITU1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.ITU1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.ITU1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.HAE1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.HAE1;VRF-CABLE-CMTS-HAE1;10481:10010;;;
ROA1.HAE1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.HAE1;VRF-CABLE-DCN;10481:90107;;;
ROA1.HAE1;VRF-CABLE-MONITOREO-ENERGIA;10481:90117;;;
ROA1.HAE1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24033;;;
ROA1.HAE1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26033;;;
ROA1.HAE1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28033;;;
ROA1.HAE1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27033;;;
ROA1.HAE1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25033;;;
ROA1.HAE1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.HAE1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.HAE1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.HAE1;VRF-CABLE-WIMAX-SKY-GLOBAL;10481:90010;;;
ROA1.HAE1;VRF-FCORP-AEROPUERTO-PALOMAR-MIGRACIONES-TECO;7303:164;;;
ROA1.HAE1;VRF-FCORP-AFIP-TECO;7303:324;;;
ROA1.HAE1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.HAE1;VRF-FCORP-AUTOSPECIAL-SA;10481:11298;;;
ROA1.HAE1;VRF-FCORP-AUTOTROL-SA;10481:11420;;;
ROA1.HAE1;VRF-FCORP-AXION-ENERGY-ARGENTINA-INTERNET;10481:11135;;;
ROA1.HAE1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
ROA1.HAE1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412;;;
ROA1.HAE1;VRF-FCORP-BANCO-COLUMBIA-SA;10481:11401;;;
ROA1.HAE1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.HAE1;VRF-FCORP-BANCO-DE-LA-CIUDAD-DE-BUENOS-AIRES;10481:11003;;;
ROA1.HAE1;VRF-FCORP-BANCO-HIPOTECARIO-SA;10481:11061;;;
ROA1.HAE1;VRF-FCORP-BANCO-ITAU-ARGENTINA_SA;10481:11170;;;
ROA1.HAE1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.HAE1;VRF-FCORP-BANCO-MACRO-SA;10481:11082;;;
ROA1.HAE1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.HAE1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020;;;
ROA1.HAE1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-CAMARAS;10481:11157;;;
ROA1.HAE1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-CONTADORES;10481:11156;;;
ROA1.HAE1;VRF-FCORP-CENSOSUD-SA;10481:11050;;;
ROA1.HAE1;VRF-FCORP-COPPEL-SA;10481:11287;;;
ROA1.HAE1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.HAE1;VRF-FCORP-COTO-CENTRO-INTEGRAL-DE-COMERCIALIZACION-SA;10481:11069;;;
ROA1.HAE1;VRF-FCORP-COTO_DOMOS;10481:11415;;;
ROA1.HAE1;VRF-FCORP-DIA-ARGENTINA-SA-TIENDAS;10481:11084;;;
ROA1.HAE1;VRF-FCORP-EMPRESA-ARGENTINA-DE-NAVEGACION-AEREA-TECO;7303:2963;;;
ROA1.HAE1;VRF-FCORP-FARMCITY-SA;10481:11072;;;
ROA1.HAE1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.HAE1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.HAE1;VRF-FCORP-FUND-IBEROAME-DE-ESTUDIOS-SUPERIORES;10481:11023;;;
ROA1.HAE1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.HAE1;VRF-FCORP-INTERNACIONAL-HEALTH-SERVICES-ARG-SA;10481:11399;;;
ROA1.HAE1;VRF-FCORP-IOMA;10481:11270;;;
ROA1.HAE1;VRF-FCORP-JEFATURA-DE-GABINETE-SALUD;10481:11389;;;
ROA1.HAE1;VRF-FCORP-LA-CAJA-SEGUROS-2;10481:11102;;;
ROA1.HAE1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.HAE1;VRF-FCORP-NAI-INTERNACIONAL;10481:11348;;;
ROA1.HAE1;VRF-FCORP-NSS-SA-COSTA;10481:11208;;;
ROA1.HAE1;VRF-FCORP-NSS-SA-LIBERTADOR-4101;10481:11202;;;
ROA1.HAE1;VRF-FCORP-ORGANIZACION-COORDINADORA-ARGENTINA-SRL;10481:11148;;;
ROA1.HAE1;VRF-FCORP-ORGANIZACION-DE-SERVICIOS-DIRECTOS-EMPRESARIOS-OSDE;10481:11133;;;
ROA1.HAE1;VRF-FCORP-PALOMAR-AA2000;7303:784;;;
ROA1.HAE1;VRF-FCORP-PETROBRAS-ENERGIA-SA;10481:11014;;;
ROA1.HAE1;VRF-FCORP-PODER-JUDICIAL-ADMINISTRACION-JUSTICIA;10481:11142;;;
ROA1.HAE1;VRF-FCORP-RENAULT;10481:11015;;;
ROA1.HAE1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280;;;
ROA1.HAE1;VRF-FCORP-SALUD-OCULAR-SA;10481:11400;;;
ROA1.HAE1;VRF-FCORP-SANCOR_SEGUROS-TECO;7303:2800;;;
ROA1.HAE1;VRF-FCORP-SERVICIO-ELECTRONICO-DE-PAGO-SA;10481:11057;;;
ROA1.HAE1;VRF-FCORP-SUPERMERCADOS-MAYORISTAS-MAKRO;10481:11101;;;
ROA1.HAE1;VRF-FCORP-UNIVERSIDAD-TECNOLOGICA-NACIONAL;10481:11009;;;
ROA1.HAE1;VRF-FCORP-UTHGRA;10481:11056;;;
ROA1.HAE1;VRF-FCORP-YPF-SA;10481:11002;;;
ROA1.HAE1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.HAE1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.HAE1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.HAE1;standard_bank;10481:11063;;;
ROA1.RET1;VRF-CABLE-CMTS-RET1;10481:10006;;;
ROA1.RET1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.RET1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.RET1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24006;;;
ROA1.RET1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26006;;;
ROA1.RET1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28006;;;
ROA1.RET1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27006;;;
ROA1.RET1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25006;;;
ROA1.RET1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.RET1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.RET1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.RET1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.RET1;VRF-FCORP-BANCO-GALICIA-SA;10481:11132;;;
ROA1.RET1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.RET1;VRF-FCORP-DEHEZA;10481:11425;;;
ROA1.RET1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.RET1;VRF-FCORP-GCBA-ESCUELAS;10481:11125;;;
ROA1.RET1;VRF-FCORP-JULERIAQUE-SA;10481:11404;;;
ROA1.RET1;VRF-FCORP-LX-ARGENTINA-TECO;7303:200153;;;
ROA1.RET1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.RET1;VRF-FCORP-PROYECTO-COMISARIAS-MINISTERIO-DE-DEFENSA-Y-JUSTICIA;10481:11325;;;
ROA1.RET1;VRF-FCORP-STANDARD-BANK;10481:11063;;;
ROA1.RET1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.RET1;VRF-FCORP-TC-INSIDE-SA;10481:11396;;;
ROA1.RET1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.RET1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.RET1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.FRA1;VRF-CABLE-CMTS-FRA1;10481:10097;;;
ROA1.FRA1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.FRA1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.FRA1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.FRA1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.FRA1;VRF-FCORP-ARCOR-TECO;7303:039;;;
ROA1.FRA1;VRF-FCORP-BANCO-DE-GALICIA-S-A;10481:11132;;;
ROA1.FRA1;VRF-FCORP-BANCO-MACRO-SA;10481:11082;;;
ROA1.FRA1;VRF-FCORP-COMPANIA-DE-SEGUROS-EL-NORTE-SA;10481:11205;;;
ROA1.FRA1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.FRA1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL-SRT;10481:11338;;;
ROA1.FRA1;VRF-FCORP-EMBOTELLADORA;7303:200154;;;
ROA1.FRA1;VRF-FCORP-FARMACITY-SA-2;10481:11072;;;
ROA1.FRA1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.FRA1;VRF-FCORP-ICBC-SA;10481:11063;;;
ROA1.FRA1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.FRA1;VRF-FCORP-NUEVO-BANCO-DE-SANTA-FE;10481:11222;;;
ROA1.FRA1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.FRA1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280;;;
ROA1.FRA1;VRF-FCORP-ROYAL-SUN-ALLIANCE-SEGUROS-ARG-SA;10481:11119;;;
ROA1.FRA1;VRF-FCORP-UNIVERSIDAD-TECNOLOGICA-NACIONAL;10481:11009;;;
ROA1.FRA1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.FRA1;VRF-NAVEGACION-IRONPORT;10481:11449;;;
ROA1.FRA1;VRF-NAVEGACION-IRONPORT-TECO;7303:134;;;
ROA1.BAL1;INTER-AS-CLARO-15010;10481:15010;;;
ROA1.BAL1;VRF-CABLE-CMTS-BAL1;10481:10153;;;
ROA1.BAL1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.BAL1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.BAL1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24153;;;
ROA1.BAL1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26153;;;
ROA1.BAL1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28153;;;
ROA1.BAL1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27153;;;
ROA1.BAL1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25153;;;
ROA1.BAL1;VRF-CABLE-PROCERA-BACKEND;10481:90125;;;
ROA1.BAL1;VRF-CABLE-PROCERA-GESTION;10481:90124;;;
ROA1.BAL1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.BAL1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.BAL1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.BAL1;VRF-CABLE-WIMAX-SKY-GLOBAL;10481:90017;;;
ROA1.BAL1;VRF-FCORP-ANSES-TECO;7303:128;;;
ROA1.BAL1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.BAL1;VRF-FCORP-AXION-ENERGY-ARGENTINA-INTERNET;10481:11135;;;
ROA1.BAL1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
ROA1.BAL1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412;;;
ROA1.BAL1;VRF-FCORP-BANCO-COLUMBIA-SA;10481:11401;;;
ROA1.BAL1;VRF-FCORP-BANCO-DE-LA-CIUDAD-DE-BUENOS-AIRES;10481:11003;;;
ROA1.BAL1;VRF-FCORP-BANCO-GALICIA-SA;10481:11132;;;
ROA1.BAL1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.BAL1;VRF-FCORP-BANCO-MACRO-SA;10481:11082;;;
ROA1.BAL1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.BAL1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020;;;
ROA1.BAL1;VRF-FCORP-BAN_GAS_NATURAL;10481:11301;;;
ROA1.BAL1;VRF-FCORP-BBVA-BANCO-FRANCES-SA;10481:11093;;;
ROA1.BAL1;VRF-FCORP-CAJA-DE-SEGUROS-SA;10481:11006;;;
ROA1.BAL1;VRF-FCORP-CAPILATIS-SA;10481:11045;;;
ROA1.BAL1;VRF-FCORP-CARREFOUR-SA;10481:11118;;;
ROA1.BAL1;VRF-FCORP-CIA-FINANCIERA-ARGENTINA;10481:11008;;;
ROA1.BAL1;VRF-FCORP-COBENSIL;7303:200173;;;
