Hostname;VRF_Name;Route-Distinguisher;;;
ROA1.VMA1;VRF-FCORP-Banco-Galicia;10481:11132;;;
ROA1.VMA1;VRF-FCORP-CENCOSUD-SA;10481:11050;;;
ROA1.VMA1;VRF-FCORP-COMPANIA-DE-SEGUROS-EL-NORTE-SA;10481:11205;;;
ROA1.VMA1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.VMA1;VRF-FCORP-DIRECCION-TESORERIA-Y-CREDITO-PUBLICO-TECO;7303:2187;;;
ROA1.VMA1;VRF-FCORP-DISGASCTRO-TECO;7303:631;;;
ROA1.VMA1;VRF-FCORP-FCORP-UTN;10481:11009;;;
ROA1.VMA1;VRF-FCORP-LOTERIA-PROV-CBA;7303:1240;;;
ROA1.VMA1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.VMA1;VRF-FCORP-NUEVO-BANCO-DE-SANTA-FE;10481:11222;;;
ROA1.VMA1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.VMA1;VRF-FCORP-SEGUROS_EL_NORTE_SA-TECO;7303:2984;;;
ROA1.VMA1;VRF-FCORP-STANDARD-BANK-SA;10481:11063;;;
ROA1.VMA1;VRF-NAVEGACION-IRONPORT;10481:11449;;;
ROA1.VMA1;VRF-NAVEGACION-IRONPORT-TECO;7303:134;;;
ROA1.VMA1;VRF-WALMART-TECO;7303:790;;;
ROA1.RCU1;VRF-CABLE-CMTS-RCU1;10481:10089;;;
ROA1.RCU1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.RCU1;VRF-CABLE-DCN-BBI-ANILLO-NORTE-A;10481:90111;;;
ROA1.RCU1;VRF-CABLE-DCN-BBI-ANILLO-NORTE-B;10481:90112;;;
ROA1.RCU1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.RCU1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.RCU1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.RCU1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.RCU1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.RCU1;VRF-FCORP-BANCO-MACRO-SA;10481:11082;;;
ROA1.RCU1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.RCU1;VRF-FCORP-BANCO_NACION-TECO;7303:149;;;
ROA1.RCU1;VRF-FCORP-CENCOSUD;10481:11050;;;
ROA1.RCU1;VRF-FCORP-CIA-FINANCIERA-ARGENTINA-SA;10481:11008;;;
ROA1.RCU1;VRF-FCORP-COMPANIA-DE-SEGUROS-EL-NORTE-SA;10481:11205;;;
ROA1.RCU1;VRF-FCORP-COMPANIA-DE-SEGUROS-LA-MERCANTIL-ANDINA-SA-2;10481:11261;;;
ROA1.RCU1;VRF-FCORP-CONS-MAGISTRATURA;10481:11044;;;
ROA1.RCU1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.RCU1;VRF-FCORP-DISGASCTRO-TECO;7303:631;;;
ROA1.RCU1;VRF-FCORP-DROGUERIA-KELLERHOFF;7303:1164;;;
ROA1.RCU1;VRF-FCORP-FAST-FOOD-SUDAMERICANA-SA;10481:11027;;;
ROA1.RCU1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.RCU1;VRF-FCORP-GARBARINO-SA;10481:11070;;;
ROA1.RCU1;VRF-FCORP-LA-CAJA-SEGUROS;10481:11102;;;
ROA1.RCU1;VRF-FCORP-LAVIRGINIA;7303:568;;;
ROA1.RCU1;VRF-FCORP-MINISTERIO-FISCAL-TECO;7303:3000;;;
ROA1.RCU1;VRF-FCORP-NUEVO-BANCO-DE-SANTA-FE;10481:11222;;;
ROA1.RCU1;VRF-FCORP-ORGANIZACION-COORDINADORA-ARGENTINA-SRL;10481:11148;;;
ROA1.RCU1;VRF-FCORP-ORGANIZACION-DE-SERVICIOS-DIRECTOS-EMPRESARIOS-OSDE;10481:11133;;;
ROA1.RCU1;VRF-FCORP-PJ-CONS-MAGIST-TECO;7303:115;;;
ROA1.RCU1;VRF-FCORP-PROSEGUR-SA;10481:11162;;;
ROA1.RCU1;VRF-FCORP-RIBEIRO-SACIFAI;10481:11280;;;
ROA1.RCU1;VRF-FCORP-SEGUROS_EL_NORTE_SA-TECO;7303:2984;;;
ROA1.RCU1;VRF-FCORP-STANDARD-BANK;10481:11063;;;
ROA1.RCU1;VRF-FCORP-STARBUCKS-COFFEE-ARGENTINA-SRL;10481:11025;;;
ROA1.RCU1;VRF-FCORP-SUPERCANAL-TECO;7303:2621;;;
ROA1.RCU1;VRF-FCORP-SUPERMERCADOS-MAYORISTAS-MAKRO;10481:11101;;;
ROA1.RCU1;VRF-FCORP-SUPERVIELLE;10481:11020;;;
ROA1.RCU1;VRF-FCORP-SWISS-MEDICAL;10481:11064;;;
ROA1.RCU1;VRF-FCORP-TRIBUNAL_SUPERIOR_DE_JUSTICIA;7303:300;;;
ROA1.RCU1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.RCU1;VRF-NAVEGACION-IRONPORT-TECO;7303:134;;;
ROA1.JUL1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.JUL1;VRF-CABLE-CMTS-JUL1;10481:10053;;;
ROA1.JUL1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.JUL1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.JUL1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.JUL1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24053;;;
ROA1.JUL1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26053;;;
ROA1.JUL1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28053;;;
ROA1.JUL1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27053;;;
ROA1.JUL1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25053;;;
ROA1.JUL1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.JUL1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.JUL1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020;;;
ROA1.JUL1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.JUL1;VRF-FCORP-MUTUAL-SANCOR-TECO;7303:523;;;
ROA1.JUL1;VRF-FCORP-ORGANIZACION-DE-SERVICIOS-DIRECTOS-EMPRESARIOS-OSDE;10481:11133;;;
ROA1.JUL1;VRF-FCORP-PODER-JUDICIAL-ADMINISTRACION-JUSTICIA;10481:14142;;;
ROA1.JUL1;VRF-FCORP-ROYAL-SUN-ALLIANCE-SEGUROS-ARG-SA;10481:11119;;;
ROA1.JUL1;VRF-FCORP-SENASA-TECO;7303:260;;;
ROA1.JUL1;VRF-FCORP-YPF-TERCEROS;10481:11435;;;
ROA1.ROC1;VRF-CABLE-CMTS-ROC1;10481:10091;;;
ROA1.ROC1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.ROC1;VRF-CABLE-DCCAP-OM;10481:90141;;;
ROA1.ROC1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.ROC1;VRF-CABLE-PROCERA-BACKEND;10481:90125;;;
ROA1.ROC1;VRF-CABLE-PROCERA-GESTION;10481:90124;;;
ROA1.ROC1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.ROC1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.ROC1;VRF-VIDEO-VOD-GESTION-APEX;10481:90023;;;
ROA1.ROC1;VRF-VIDEO-VOD-VIDEO-APEX;10481:90021;;;
ROA1.CIP1;VRF-CABLE-CMTS-CIP1;10481:10110;;;
ROA1.CIP1;VRF-CABLE-CYCLADES;10481:90104;;;
ROA1.CIP1;VRF-CABLE-GESTION-SDH-HUAWEI-ACCESO;10481:29110;;;
ROA1.CIP1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.CIP1;VRF-CABLE-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.CIP1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24110;;;
ROA1.CIP1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26110;;;
ROA1.CIP1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28110;;;
ROA1.CIP1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27110;;;
ROA1.CIP1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25110;;;
ROA1.CIP1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.CIP1;VRF-FCORP-BANCO-COLUMBIA-SA;10481:11401;;;
ROA1.CIP1;VRF-FCORP-BANCO-GALICIA-SA;10481:11132;;;
ROA1.CIP1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.CIP1;VRF-FCORP-CELULOSA-MOLDEADA;7303:0133;;;
ROA1.CIP1;VRF-FCORP-CREDICOOP;10481:11010;;;
ROA1.CIP1;VRF-FCORP-FRAVEGA-SACIEI;10481:11114;;;
ROA1.CIP1;VRF-FCORP-MUTUAL-SANCOR-TECO;7303:523;;;
ROA1.CIP1;VRF-FCORP-PRODUCTORES-DE-BANCO-COMAFI-SA;10481:11059;;;
ROA1.CIP1;VRF-FCORP-PRODUCTORES-DE-FRUTAS-ARGENTINOS;10481:11320;;;
ROA1.CIP1;VRF-FCORP-ROYAL-SUN-ALLIANCE-SEGUROS-ARG-SA;10481:11119;;;
ROA1.CIP1;VRF-FCORP-YPF-SA;10481:11435;;;
ROA1.PIL1;VRF-CABLE-CMTS-PIL1;10481:10015;;;
ROA1.PIL1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.PIL1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.PIL1;VRF-CABLE-PERSONAL-ABIS2G-ACCESO;10481:24015;;;
ROA1.PIL1;VRF-CABLE-PERSONAL-GOMRAN-ACCESO;10481:26015;;;
ROA1.PIL1;VRF-CABLE-PERSONAL-S1-ACCESO;10481:28015;;;
ROA1.PIL1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27015;;;
ROA1.PIL1;VRF-CABLE-PERSONAL-Wan3G-ACCESO;10481:25015;;;
ROA1.PIL1;VRF-CABLE-TOIP-ACCESO;10481:40032;;;
ROA1.PIL1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.PIL1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.PIL1;VRF-CABLE-WIMAX-SKY-GLOBAL;10481:90019;;;
ROA1.PIL1;VRF-FTTH-TOIP-SYMPHONICA;7303:200026;;;
ROA1.PIL1;VRF-MHUB-MONITOREO-ENERGIA;10481:90117;;;
ROA1.PIL1;VRF-VIDEO-VOD-MOTOROLA-APEX;10481:90023;;;
ROA1.PIL1;VRF-VIDEO-VOD-VIDEO-APEX-MDS;10481:90021;;;
ROA1.SLO1;INTER-AS-CLARO-15005;10481:15005;;;
ROA1.SLO1;INTER-AS-CLARO-15008;10481:15008;;;
ROA1.SLO1;VPN-VIDEO-GESTIONCM-BQE;7303:2000680105;;;
ROA1.SLO1;VRF-CABLE-ADSL-TASA-CUYO;10481:22002;;;
ROA1.SLO1;VRF-CABLE-CANAL-LOCAL-SOMOS;10481:90135;;;
ROA1.SLO1;VRF-CABLE-COPERNICUS;10481:90025;;;
ROA1.SLO1;VRF-CABLE-CYCLADES-DCN;10481:90104;;;
ROA1.SLO1;VRF-CABLE-DCCAP-OM;10481:90141;;;
ROA1.SLO1;VRF-CABLE-DCN-BBI;10481:90110;;;
ROA1.SLO1;VRF-CABLE-DCN-BBI-ANILLO-NORTE-A;10481:90111;;;
ROA1.SLO1;VRF-CABLE-DCN-BBI-ANILLO-NORTE-B;10481:90112;;;
ROA1.SLO1;VRF-CABLE-DCN-BBI-ANILLO-WDM;10481:90121;;;
ROA1.SLO1;VRF-CABLE-DCN-VP-SLO;10481:90133;;;
ROA1.SLO1;VRF-CABLE-DWDM-SLO-DCN;10481:99100;;;
ROA1.SLO1;VRF-CABLE-FAULT-MANAGEMENT;10481:90108;;;
ROA1.SLO1;VRF-CABLE-FW-ADM-MGMT;10481:90103;;;
ROA1.SLO1;VRF-CABLE-GESTION-SDH-HUAWEI-ACCESO;10481:29024;;;
ROA1.SLO1;VRF-CABLE-GESTION-SDH-HUAWEI-FRONTERA;64926:90139;;;
ROA1.SLO1;VRF-CABLE-HARMONIC-DCN;10481:90116;;;
ROA1.SLO1;VRF-CABLE-LOCALIDAD-CONCEP-URUGUAY;10481:20039;;;
ROA1.SLO1;VRF-CABLE-LOCALIDAD-GUALEGUAY;10481:20037;;;
ROA1.SLO1;VRF-CABLE-LOCALIDAD-GUALEGUAYCHU;10481:20076;;;
ROA1.SLO1;VRF-CABLE-LOCALIDAD-NORDELTA;10481:20035;;;
ROA1.SLO1;VRF-CABLE-LOCALIDAD-SALTA;10481:20096;;;
ROA1.SLO1;VRF-CABLE-MHUB-DCN;10481:90107;;;
ROA1.SLO1;VRF-CABLE-PERSONAL-ABIS2G-FRONTERA;64911:24024;;;
ROA1.SLO1;VRF-CABLE-PERSONAL-GOMRAN-FRONTERA;64915:26024;;;
ROA1.SLO1;VRF-CABLE-PERSONAL-IUB3G-FRONTERA;64913:25024;;;
ROA1.SLO1;VRF-CABLE-PERSONAL-S1-FRONTERA;64919:28024;;;
ROA1.SLO1;VRF-CABLE-PERSONAL-S1MME-ACCESO;10481:27024;;;
ROA1.SLO1;VRF-CABLE-PERSONAL-S1MME-FRONTERA;64917:27024;;;
ROA1.SLO1;VRF-CABLE-PROV-FRONTERA;10481:40040;;;
ROA1.SLO1;VRF-CABLE-PRUEBA-IRS;10481:10024;;;
ROA1.SLO1;VRF-CABLE-TOIP-FRONT-AMBA;10481:40033;;;
ROA1.SLO1;VRF-CABLE-TRONCAL-SIP;10481:40030;;;
ROA1.SLO1;VRF-CABLE-WIMAX-OM;10481:90001;;;
ROA1.SLO1;VRF-CABLE-WIMAX-R6-R4;10481:90006;;;
ROA1.SLO1;VRF-DIAGNOSTICO-SAN-LUCAS;10481:11373;;;
ROA1.SLO1;VRF-FCORP-ACA;7303:119;;;
ROA1.SLO1;VRF-FCORP-ACUDIR-SRL;10481:11382;;;
ROA1.SLO1;VRF-FCORP-AERO-PALO-MIGRA-TECO;7303:164;;;
ROA1.SLO1;VRF-FCORP-AEROLINEAS-ARGENTINAS-TECO;7303:1270;;;
ROA1.SLO1;VRF-FCORP-AFIP-TECO;7303:324;;;
ROA1.SLO1;VRF-FCORP-AGEA-CARREFOUR-CLARIN365;10481:11368;;;
ROA1.SLO1;VRF-FCORP-AGUAS-CORDOBESAS-INTERAS-TECO;7303:2884;;;
ROA1.SLO1;VRF-FCORP-AGUAS-SANTAFESINAS;7303:216;;;
ROA1.SLO1;VRF-FCORP-ALEA-BROKER-SEGUROS-SA;10481:11299;;;
ROA1.SLO1;VRF-FCORP-ALPARGATAS-AIRACCESS;7303:200149;;;
ROA1.SLO1;VRF-FCORP-ALPARGATAS-SAIC;7303:601;;;
ROA1.SLO1;VRF-FCORP-ALPI-ASOCIACION-CIVIL;10481:11326;;;
ROA1.SLO1;VRF-FCORP-ANGEL_ESTRADA-TECO;7303:470;;;
ROA1.SLO1;VRF-FCORP-ANSES-TECO;7303:128;;;
ROA1.SLO1;VRF-FCORP-ARCOR-TECO;7303:039;;;
ROA1.SLO1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA;10481:11121;;;
ROA1.SLO1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA-FIBERTELZONE;10481:11168;;;
ROA1.SLO1;VRF-FCORP-ARCOS-DORADOS-ARGENTINA-SA_2;10481:11076;;;
ROA1.SLO1;VRF-FCORP-ARCOS-DORADOS-OFICINAS;10481:11174;;;
ROA1.SLO1;VRF-FCORP-ARCOS-DORADOS-PROVEEDORES;10481:11178;;;
ROA1.SLO1;VRF-FCORP-ASOCIACION-ARGENTINA-DE-GOLF;10481:11198;;;
ROA1.SLO1;VRF-FCORP-ASOCTESTJEO-DDEIP;7303:200223;;;
ROA1.SLO1;VRF-FCORP-ASV-CONSULTING-SRL;10481:11266;;;
ROA1.SLO1;VRF-FCORP-AUDIOIP-TECO;7303:200005;;;
ROA1.SLO1;VRF-FCORP-AUTOMILENIO-SA;10481:11316;;;
ROA1.SLO1;VRF-FCORP-AUTOSPECIAL-SA;10481:11298;;;
ROA1.SLO1;VRF-FCORP-AUTOTAG-SA;10481:11363;;;
ROA1.SLO1;VRF-FCORP-AUTOTROL-SA;10481:11420;;;
ROA1.SLO1;VRF-FCORP-AXION-ENERGY-ARGENTINA-INTERNET;10481:11135;;;
ROA1.SLO1;VRF-FCORP-AXION-ENERGY-ARGENTINA-SA;10481:11127;;;
ROA1.SLO1;VRF-FCORP-AXION_VIDEOVIGILANCIA;10481:11412;;;
ROA1.SLO1;VRF-FCORP-AYEX-SA;10481:11293;;;
ROA1.SLO1;VRF-FCORP-BAIRESCAMBIO;7303:200120;;;
ROA1.SLO1;VRF-FCORP-BALIARDA;10481:11347;;;
ROA1.SLO1;VRF-FCORP-BAN-GAS-NATURAL;10481:11301;;;
ROA1.SLO1;VRF-FCORP-BANCO-CMF-SA;10481:11139;;;
ROA1.SLO1;VRF-FCORP-BANCO-COLUMBIA-SA;10481:11401;;;
ROA1.SLO1;VRF-FCORP-BANCO-CREDICOOP;10481:11010;;;
ROA1.SLO1;VRF-FCORP-BANCO-DE-GALICIA-Y-BUENOS-AIRES-S-A;10481:11132;;;
ROA1.SLO1;VRF-FCORP-BANCO-DE-LA-CIUDAD-DE-BUENOS-AIRES;10481:11003;;;
ROA1.SLO1;VRF-FCORP-BANCO-DE-LA-CIUDAD-INTERAS;10481:11358;;;
ROA1.SLO1;VRF-FCORP-BANCO-DE-LA-PROVINCIA-DE-CORDOBA-SA;10481:11225;;;
ROA1.SLO1;VRF-FCORP-BANCO-FORMOSA-TECO;7303:529;;;
ROA1.SLO1;VRF-FCORP-BANCO-HIPOTECARIO-SA;10481:11061;;;
ROA1.SLO1;VRF-FCORP-BANCO-HIPOTECARIO-SA-2;10481:11175;;;
ROA1.SLO1;VRF-FCORP-BANCO-ITAU-TECO;7303:1162;;;
ROA1.SLO1;VRF-FCORP-BANCO-MACRO-5;10481:11424;;;
ROA1.SLO1;VRF-FCORP-BANCO-MACRO-ACCICOM;10481:11252;;;
ROA1.SLO1;VRF-FCORP-BANCO-MACRO-SA;10481:11082;;;
ROA1.SLO1;VRF-FCORP-BANCO-MACRO-SA-4;10481:11250;;;
ROA1.SLO1;VRF-FCORP-BANCO-PATAGONIA-SA;10481:11103;;;
ROA1.SLO1;VRF-FCORP-BANCO-SANTANDER-RIO;10481:11221;;;
ROA1.SLO1;VRF-FCORP-BANCO-SUPERVIELLE-SA;10481:11020;;;
ROA1.SLO1;VRF-FCORP-BANCO-SUPERVILLE;10481:11105;;;
ROA1.SLO1;VRF-FCORP-BANCO_NACION-TECO;7303:149;;;
ROA1.SLO1;VRF-FCORP-BANELCO_SA;10481:11432;;;
ROA1.SLO1;VRF-FCORP-BBVA-BANCO-FRANCES;10481:11093;;;
ROA1.SLO1;VRF-FCORP-BELGRANO-CARGAS-TECO;7303:506;;;
ROA1.SLO1;VRF-FCORP-BERCOVICH-SACIFIA;7303:200043;;;
ROA1.SLO1;VRF-FCORP-BMR-TECO;7303:1407;;;
ROA1.SLO1;VRF-FCORP-BOLDT-GAMING-SA;10481:11011;;;
ROA1.SLO1;VRF-FCORP-BOLSASYMERCADOS-TECO;7303:2955;;;
ROA1.SLO1;VRF-FCORP-BT-CITIBANK;10481:11117;;;
ROA1.SLO1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-CAMARAS;10481:11157;;;
ROA1.SLO1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-CONTADORES;10481:11156;;;
ROA1.SLO1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-INTERNET;10481:11158;;;
ROA1.SLO1;VRF-FCORP-BT-LATAM-ARGENTINA-BINGO-LAN;10481:11159;;;
ROA1.SLO1;VRF-FCORP-BT_LATAM_MORON;10481:11371;;;
ROA1.SLO1;VRF-FCORP-BURG-SA;10481:11375;;;
ROA1.SLO1;VRF-FCORP-CAJA-DE-SEGUROS-SA_2;10481:11006;;;
ROA1.SLO1;VRF-FCORP-CAJADEVALORES-TECO;7303:2117;;;
ROA1.SLO1;VRF-FCORP-CAMUZZI-GAS-PAMPEANA-SA;10481:11187;;;
ROA1.SLO1;VRF-FCORP-CAPILATIS-SA;10481:11045;;;
ROA1.SLO1;VRF-FCORP-CARGILL-CBA-DDEIP;7303:200225;;;
ROA1.SLO1;VRF-FCORP-CARREFUR;10481:11118;;;
ROA1.SLO1;VRF-FCORP-CARSA-SA;10481:11264;;;
ROA1.SLO1;VRF-FCORP-CELULOSA-MOLDEADA;7303:0133;;;
ROA1.SLO1;VRF-FCORP-CENCOSUD-SA;10481:11050;;;
ROA1.SLO1;VRF-FCORP-CENTRAL-VIRTUAL-TECO;7303:1520;;;
ROA1.SLO1;VRF-FCORP-CENTRO-EST-INFECT-SACEI;10481:11226;;;
ROA1.SLO1;VRF-FCORP-CFA2;10481:11031;;;
ROA1.SLO1;VRF-FCORP-CFA3;10481:11038;;;
ROA1.SLO1;VRF-FCORP-CFINANCIERA-ARGENTINA;10481:11008;;;
ROA1.SLO1;VRF-FCORP-CHOIKUE-SA;10481:11212;;;
ROA1.SLO1;VRF-FCORP-CIBA-TECO;7303:1174;;;
ROA1.SLO1;VRF-FCORP-CLAMA-TECO;7303:459;;;
ROA1.SLO1;VRF-FCORP-CLUB-INDEPENDIENTE;10481:11253;;;
ROA1.SLO1;VRF-FCORP-CLUB-MEDITERRANEE-TECO;7303:200212;;;
ROA1.SLO1;VRF-FCORP-CLUB-NAUTICO;10481:11403;;;
ROA1.SLO1;VRF-FCORP-CLUB-SAN-LORENZO-ALMAGRO;10481:11137;;;
ROA1.SLO1;VRF-FCORP-CMD;10481:11111;;;
ROA1.SLO1;VRF-FCORP-CMSAARG-TECO;7303:3033;;;
ROA1.SLO1;VRF-FCORP-COBENSIL;7303:200173;;;
ROA1.SLO1;VRF-FCORP-CODEVISA-SA;10481:11197;;;
ROA1.SLO1;VRF-FCORP-COELSA-STANDARBANK-ICBC;10481:11309;;;
ROA1.SLO1;VRF-FCORP-COLCAR-MERBUS-SA;10481:11416;;;
ROA1.SLO1;VRF-FCORP-COLOME;10481:11390;;;
ROA1.SLO1;VRF-FCORP-COMPANIA-DE-SEGUROS-EL-NORTE-SA;10481:11205;;;
ROA1.SLO1;VRF-FCORP-COMPANIA-DE-SEGUROS-LA-MERCANTIL-ANDINA-SA;10481:11189;;;
ROA1.SLO1;VRF-FCORP-COMPANIA-DE-SEGUROS-LA-MERCANTIL-ANDINA-SA-2;10481:11261;;;
ROA1.SLO1;VRF-FCORP-CONCESIONARIO-DE-GRUPO-OESTE;10481:11364;;;
ROA1.SLO1;VRF-FCORP-CONSEJO-DE-LA-MAGISTRATURA;10481:11044;;;
ROA1.SLO1;VRF-FCORP-CONSEJO-MAGISTRATURA-CABA;10481:11297;;;
ROA1.SLO1;VRF-FCORP-COPPEL-SA;10481:11287;;;
ROA1.SLO1;VRF-FCORP-CORREO-ANDREANI-SA;10481:11136;;;
ROA1.SLO1;VRF-FCORP-CORREO-OFICIAL-TECO;7303:707;;;
ROA1.SLO1;VRF-FCORP-COTO-CENTRO-INTEGRAL-DE-COMERCIALIZACION-SA;10481:11069;;;
ROA1.SLO1;VRF-FCORP-COTO_DOMOS;10481:11415;;;
ROA1.SLO1;VRF-FCORP-CPS-COMUNICACIONES-SA;10481:11147;;;
ROA1.SLO1;VRF-FCORP-CPS-COMUNICACIONES-SA-2;10481:11124;;;
ROA1.SLO1;VRF-FCORP-CPS-COMUNICACIONES-SA-3;10481:11146;;;
ROA1.SLO1;VRF-FCORP-CPS-COMUNICACIONES-SA-7;10481:11240;;;
ROA1.SLO1;VRF-FCORP-CPS-COMUNICACIONES-SA-8;10481:11342;;;
ROA1.SLO1;VRF-FCORP-CSR1000V-TECO;7303:2653;;;
ROA1.SLO1;VRF-FCORP-CUSPIDE-LIBROS-SA;10481:11181;;;
ROA1.SLO1;VRF-FCORP-CYRE-TECO;7303:159;;;
ROA1.SLO1;VRF-FCORP-DAC-SACI;10481:11376;;;
ROA1.SLO1;VRF-FCORP-DANAIDE-SA;10481:11310;;;
ROA1.SLO1;VRF-FCORP-DARC-LIBERTADOR-SA;10481:11036;;;
ROA1.SLO1;VRF-FCORP-DDEIP-SBG-SA;7303:200213;;;
ROA1.SLO1;VRF-FCORP-DECKER_SA-TECO;7303:2900;;;
ROA1.SLO1;VRF-FCORP-DEF-PENAL-PROV-TECO;7303:2182;;;
ROA1.SLO1;VRF-FCORP-DEFENSORIA-TECO;7303:1020;;;
ROA1.SLO1;VRF-FCORP-DEHEZA;10481:11425;;;
ROA1.SLO1;VRF-FCORP-DENWA;7303:200058;;;
ROA1.SLO1;VRF-FCORP-DERKA-VARGAS;7303:1510;;;
ROA1.SLO1;VRF-FCORP-DERUDDER;7303:252;;;
ROA1.SLO1;VRF-FCORP-DIA-ARGENTINA-SA;10481:11097;;;
ROA1.SLO1;VRF-FCORP-DIA-ARGENTINA-SA-TIENDAS;10481:11084;;;
ROA1.SLO1;VRF-FCORP-DIAGNOSTICO-MEDICO-SA-DDE-IP;7303:200207;;;
ROA1.SLO1;VRF-FCORP-DIAGNOSTICO_ROJAS;10481:11345;;;
ROA1.SLO1;VRF-FCORP-DIEGO-RICARDO-SOJO;10481:11210;;;
ROA1.SLO1;VRF-FCORP-DIETRICH-SA;10481:11329;;;
ROA1.SLO1;VRF-FCORP-DIRECCION-EDUCACION;10481:11360;;;
ROA1.SLO1;VRF-FCORP-DISCO;7303:55:00;;;
ROA1.SLO1;VRF-FCORP-DISNEY-SA;10481:11251;;;
ROA1.SLO1;VRF-FCORP-DR-DERAGOPYAN;10481:11313;;;
ROA1.SLO1;VRF-FCORP-DROGUERIA-DEL-SUD-SA;10481:11267;;;
ROA1.SLO1;VRF-FCORP-DROGUERIA-KELLERHOFF;7303:1164;;;
ROA1.SLO1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL;10481:11258;;;
ROA1.SLO1;VRF-FCORP-DYNAMIC-TECHNOLOGY-SRL-SRT;10481:11338;;;
ROA1.SLO1;VRF-FCORP-ECCO-TECO;7303:970;;;
ROA1.SLO1;VRF-FCORP-EDENOR;10481:11077;;;
ROA1.SLO1;VRF-FCORP-EDENOR-SISTEMAS;7303:200073;;;
ROA1.SLO1;VRF-FCORP-EDENSA-TECO;7303:1051;;;
ROA1.SLO1;VRF-FCORP-EDESUR-SA;10481:11154;;;
ROA1.SLO1;VRF-FCORP-EDITOCHACO-TECO;7303:866;;;
ROA1.SLO1;VRF-FCORP-EL-DIA-SAICYF;10481:11249;;;
ROA1.SLO1;VRF-FCORP-EMBOTELLADORA;7303:200154;;;
ROA1.SLO1;VRF-FCORP-EMPRESA-PROV-ENERGIA-STF;7303:200229;;;
ROA1.SLO1;VRF-FCORP-EMPROSOFT-STANDARBANK-ICBC;10481:11328;;;
ROA1.SLO1;VRF-FCORP-ENACOM-TECO;7303:0530;;;
ROA1.SLO1;VRF-FCORP-ENRE;10481:11055;;;
ROA1.SLO1;VRF-FCORP-ENRIQUE-REYES;7303:0405;;;
